accession,disease_name,omim_id
HMDB0002266,,
HMDB0002268,,
HMDB0002269,Colorectal cancer,114500
HMDB0002271,Colorectal cancer;Supragingival Plaque,114500;NA
HMDB0002272,,
HMDB0002273,,
HMDB0002274,Fibromyalgia,NA
HMDB0002275,,
HMDB0002276,,
HMDB0002277,,
HMDB0002278,,
HMDB0002281,,
HMDB0002282,,
HMDB0002283,,
HMDB0002284,Colorectal cancer;Leukemia,114500;NA
HMDB0002285,,
HMDB0002287,,
HMDB0002288,,
HMDB0002289,,
HMDB0002290,,
HMDB0002294,,
HMDB0002297,,
HMDB0002299,,
HMDB0002302,Colorectal cancer,114500
HMDB0002303,Dimethyl sulfide poisoning;Ulcerative colitis;Nonalcoholic fatty liver disease;Crohn's disease,NA;NA;NA;266600
HMDB0002304,,
HMDB0002305,,
HMDB0002306,,
HMDB0002307,,
HMDB0002308,,
HMDB0002310,,
HMDB0002311,,
HMDB0002314,,
HMDB0002318,,
HMDB0002320,Schizophrenia,181500
HMDB0002322,Kidney disease;Irritable bowel syndrome;Ulcerative colitis;Colorectal cancer;Crohn's disease;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Thyroid cancer ;Leukemia,NA;NA;NA;114500;266600;NA;260350;170650;NA;NA
HMDB0002326,,
HMDB0002327,Colorectal cancer,114500
HMDB0002329,Hemodialysis;Uremia;Primary hyperoxaluria I;Fumarase deficiency;Glycolic aciduria,NA;NA;NA;606812;259900
HMDB0002331,,
HMDB0002334,,
HMDB0002335,,
HMDB0002336,,
HMDB0002337,,
HMDB0002338,,
HMDB0002339,,
HMDB0002340,,
HMDB0002341,,
HMDB0002343,,
HMDB0002345,,
HMDB0002346,,
HMDB0002348,,
HMDB0002349,Benzene exposure;Smoking,NA;NA
HMDB0002350,Colorectal cancer,114500
HMDB0002352,,
HMDB0002353,,
HMDB0002354,Hawkinsinuria,140350
HMDB0002355,,
HMDB0002356,"Adrenomyeloneuropathy;Adrenoleukodystrophy, neonatal;Rhizomelic chondrodysplasia punctata;Peroxisomal biogenesis defect;Peroxisomal disorders, new type, liver;Adrenoleukodystrophy;D-Bifunctional protein deficiency;Pseudoneonatal adrenoleukodystrophy;Mental retardation, enteropathy, deafness, peripheral neuropathy, ichthyosis, and keratoderma",300100;NA;215100;214100;NA;300100;261515;264470;609313
HMDB0002358,,
HMDB0002359,,
HMDB0002360,,
HMDB0002361,,
HMDB0002362,,
HMDB0002363,,
HMDB0002364,Colorectal cancer,114500
HMDB0002366,Celiac disease,212750
HMDB0002367,,
HMDB0002368,Isovaleric acidemia;Colorectal cancer,243500;114500
HMDB0002369,,
HMDB0002372,Colorectal cancer;Eosinophilic esophagitis,114500;610247
HMDB0002373,,
HMDB0002374,Sitosterolemia,210250
HMDB0002375,,
HMDB0002376,,
HMDB0002377,,
HMDB0002379,,
HMDB0002381,Cystathioninuria,219500
HMDB0002384,,
HMDB0002385,,
HMDB0002386,,
HMDB0002387,Alzheimer's disease;Parkinson's disease,104300;168600
HMDB0002388,,
HMDB0002390,,
HMDB0002391,,
HMDB0002392,,
HMDB0002393,,
HMDB0002394,,
HMDB0002395,Colorectal cancer,114500
HMDB0002396,,
HMDB0002398,,
HMDB0002399,,
HMDB0002400,,
HMDB0002404,,
HMDB0002409,,
HMDB0002421,,
HMDB0002428,,
HMDB0002429,,
HMDB0002430,,
HMDB0002431,,
HMDB0002432,Colorectal cancer;Eosinophilic esophagitis,114500;610247
HMDB0002434,Uremia,NA
HMDB0002441,,
HMDB0002451,,
HMDB0002453,Eosinophilic esophagitis,610247
HMDB0002455,,
HMDB0002457,Alzheimer's disease;Multiple sclerosis;Parkinson's disease,104300;126200;168600
HMDB0002466,Colorectal cancer,114500
HMDB0002467,,
HMDB0002472,,
HMDB0002486,,
HMDB0002488,,
HMDB0002492,,
HMDB0002496,,
HMDB0002497,Hepatocellular carcinoma;Cirrhosis,114550;NA
HMDB0002498,,
HMDB0002500,,
HMDB0002501,,
HMDB0002503,Alzheimer's disease;Multiple sclerosis;Parkinson's disease,104300;126200;168600
HMDB0002504,,
HMDB0002511,,
HMDB0002513,,
HMDB0002520,Colorectal cancer,114500
HMDB0002522,,
HMDB0002523,,
HMDB0002536,,
HMDB0002541,,
HMDB0002545,Colorectal cancer,114500
HMDB0002577,,
HMDB0002579,,
HMDB0002580,Colorectal cancer,114500
HMDB0002581,,
HMDB0002585,,
HMDB0002586,,
HMDB0002596,,
HMDB0002601,,
HMDB0002639,Colorectal cancer;Hepatitis;Cirrhosis,114500;NA;NA
HMDB0002640,,
HMDB0002641,,
HMDB0002642,,
HMDB0002643,Autism;Eosinophilic esophagitis,209850;610247
HMDB0002644,,
HMDB0002649,Schizophrenia,181500
HMDB0002655,,
HMDB0002656,,
HMDB0002658,Colorectal cancer;Prostate cancer;Autosomal  dominant polycystic kidney disease;Diabetes mellitus type 2,114500;176807;601313;125853
HMDB0002659,,
HMDB0002664,,
HMDB0002666,Alzheimer's disease,104300
HMDB0002670,Colorectal cancer,114500
HMDB0002685,,
HMDB0002689,,
HMDB0002697,,
HMDB0002704,,
HMDB0002706,,
HMDB0002708,,
HMDB0002710,,
HMDB0002712,Diabetes mellitus type 2;Pancreatic cancer;Alzheimer's disease;Attachment loss;Missing teeth;Periodontal Probing Depth,125853;260350;104300;NA;NA;NA
HMDB0002714,Ulcerative colitis;Crohn's disease,NA;266600
HMDB0002719,Primary biliary cirrhosis;Desmosterolosis,109720;602398
HMDB0002720,,
HMDB0002721,Uremia;Breast cancer,NA;NA
HMDB0002725,,
HMDB0002726,,
HMDB0002728,Hyperthyroidism;Hypothyroidism,NA;NA
HMDB0002730,,
HMDB0002741,,
HMDB0002746,,
HMDB0002752,,
HMDB0002755,,
HMDB0002757,,
HMDB0002759,Colorectal cancer,114500
HMDB0002776,Schizophrenia,181500
HMDB0002780,Colorectal cancer,114500
HMDB0002783,,
HMDB0002786,Malaria;Trauma;Duchenne Muscular Dystrophy;Motor neuron disease;Preeclampsia,248310;NA;310200;NA;NA
HMDB0002789,Obesity;Diabetes mellitus type 1,601665;222100
HMDB0002802,Depersonalization disorder;Ovarian cancer;Tooth Decay;Rheumatoid arthritis,NA;167000;NA;180300
HMDB0002815,Pregnancy;Obesity;Cirrhosis;Colorectal cancer,NA;601665;NA;114500
HMDB0002817,,
HMDB0002818,,
HMDB0002820,Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Mastocytosis,NA;260350;170650;154800
HMDB0002823,Colorectal cancer,114500
HMDB0002825,Malaria;Head injury;Colorectal cancer;Asthma;Autosomal  dominant polycystic kidney disease,248310;NA;114500;600807;601313
HMDB0002829,,
HMDB0002832,,
HMDB0002833,,
HMDB0002835,,
HMDB0002845,,
HMDB0002865,Prader-Willi syndrome,NA
HMDB0002869,Sitosterolemia;Colorectal cancer,210250;114500
HMDB0002871,,
HMDB0002873,,
HMDB0002878,Kidney disease;Duchenne Muscular Dystrophy;Amyotrophic lateral sclerosis;Preeclampsia,NA;310200;105400;NA
HMDB0002884,,
HMDB0002886,Cardiopulmonary resuscitation;Hydrocephalus;Ischemia;Meningitis;Rheumatoid arthritis,NA;NA;NA;NA;180300
HMDB0002890,,
HMDB0002894,,
HMDB0002895,,
HMDB0002899,,
HMDB0002902,Colorectal cancer,114500
HMDB0002904,,
HMDB0002916,,
HMDB0002917,Ribose-5-phosphate isomerase deficiency;Colorectal cancer;Hepatocellular carcinoma,608611;114500;114550
HMDB0002923,Kidney disease,NA
HMDB0002925,Isovaleric acidemia;Colorectal cancer;Attachment loss;Periodontal Probing Depth,243500;114500;NA;NA
HMDB0002927,,
HMDB0002928,,
HMDB0002931,Aminoacylase I deficiency,609924
HMDB0002937,,
HMDB0002939,Ulcerative colitis;Autism;Pervasive developmental disorder not otherwise specified;Celiac disease;Perillyl alcohol administration for cancer treatment,NA;209850;NA;212750;NA
HMDB0002950,,
HMDB0002961,"Alcoholism;Major depressive disorder;Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete;X-linked ichthyosis",NA;608516;613743;308100
HMDB0002972,,
HMDB0002982,,
HMDB0002984,,
HMDB0002985,Prostate cancer,176807
HMDB0002991,,
HMDB0002992,,
HMDB0002994,Uremia;Ribose-5-phosphate isomerase deficiency;Colorectal cancer,NA;608611;114500
HMDB0002995,,
HMDB0003000,Endometrial cancer;Obesity;Diabetes mellitus type 1,608089;601665;222100
HMDB0003011,,
HMDB0003012,,
HMDB0003020,,
HMDB0003023,,
HMDB0003033,,
HMDB0003034,,
HMDB0003036,,
HMDB0003039,,
HMDB0003040,Herpes zoster,NA
HMDB0003045,,
HMDB0003052,,
HMDB0003063,,
HMDB0003066,,
HMDB0003069,Schizophrenia,181500
HMDB0003070,Prostate cancer,176807
HMDB0003071,,
HMDB0003072,Prostate cancer;Colorectal cancer,176807;114500
HMDB0003073,Lung Cancer;Isovaleric acidemia;Colorectal cancer,211980;243500;114500
HMDB0003075,,
HMDB0003080,Leukotriene C4-Synthesis Deficiency,614037
HMDB0003081,,
HMDB0003099,Colorectal cancer;Canavan disease,114500;271900
HMDB0003101,,
HMDB0003112,,
HMDB0003114,,
HMDB0003116,,
HMDB0003119,Uremia;Asthma;Ulcerative colitis,NA;600807;NA
HMDB0003125,Coronary heart disease,NA
HMDB0003128,,
HMDB0003134,,
HMDB0003141,,
HMDB0003146,,
HMDB0003148,Cirrhosis;Uremia,NA;NA
HMDB0003152,Diabetes mellitus type 2,125853
HMDB0003153,,
HMDB0003154,,
HMDB0003156,Cirrhosis;Colorectal cancer,NA;114500
HMDB0003157,Cirrhosis;Chronic renal failure;Uremia,NA;NA;NA
HMDB0003162,,
HMDB0003164,,
HMDB0003166,,
HMDB0003173,,
HMDB0003175,,
HMDB0003178,Colorectal cancer,114500
HMDB0003180,,
HMDB0003192,Melanoma;Sarcoma,155600;NA
HMDB0003193,,
HMDB0003208,,
HMDB0003213,Colorectal cancer;Sepsis,114500;NA
HMDB0003217,Colorectal cancer;Ileostomy,114500;NA
HMDB0003218,,
HMDB0003219,,
HMDB0003224,Colorectal cancer,114500
HMDB0003227,Cirrhosis;Liver disease;Ulcerative colitis;Nonalcoholic fatty liver disease;Crohn's disease;Perillyl alcohol administration for cancer treatment,NA;NA;NA;NA;266600;NA
HMDB0003229,Isovaleric acidemia;Cirrhosis;Colorectal cancer,243500;NA;114500
HMDB0003231,11-beta-Hydroxylase deficiency;Isovaleric acidemia;Obesity;Colorectal cancer,202010;243500;601665;114500
HMDB0003233,Diabetes mellitus type 1;Obesity,222100;601665
HMDB0003235,,
HMDB0003236,Colorectal cancer,114500
HMDB0003240,,
HMDB0003243,Ulcerative colitis;Celiac disease;Eosinophilic esophagitis,NA;212750;610247
HMDB0003247,,
HMDB0003249,,
HMDB0003252,Ischemic heart disease;Brain tumors;Hydrocephalus;Ischemia;Meningitis,NA;NA;NA;NA;NA
HMDB0003254,,
HMDB0003255,,
HMDB0003259,,
HMDB0003263,,
HMDB0003265,,
HMDB0003269,Autosomal  dominant polycystic kidney disease,601313
HMDB0003276,Hydrogen sulfide poisoning;Osteoarthritis;Essential hypertension,NA;165720;NA
HMDB0003282,,
HMDB0003288,,
HMDB0003290,,
HMDB0003306,,
HMDB0003312,Colorectal cancer;Ileostomy,114500;NA
HMDB0003315,Ulcerative colitis;Crohn's disease,NA;266600
HMDB0003318,,
HMDB0003320,Colorectal cancer;Metastatic melanoma,114500;NA
HMDB0003323,,
HMDB0003324,,
HMDB0003325,,
HMDB0003327,,
HMDB0003329,,
HMDB0003330,,
HMDB0003331,Leukemia;Ovarian cancer;Uremia;Kidney disease;Stomach cancer;Hepatocellular carcinoma;Cholangiocarcinoma;Colorectal cancer;Cervical cancer,NA;167000;NA;NA;137215;114550;NA;114500;603956
HMDB0003332,,
HMDB0003333,Kidney disease;Uremia;Smoking;Perillyl alcohol administration for cancer treatment,NA;NA;NA;NA
HMDB0003334,Kidney disease;Uremia;Crohn's disease;Ulcerative colitis;Colorectal cancer;Autosomal  dominant polycystic kidney disease,NA;NA;266600;NA;114500;601313
HMDB0003335,,
HMDB0003337,Canavan disease;Schizophrenia;Multiple sclerosis;Alzheimer's disease;Frontotemporal dementia;Lewy body disease;Temporomandibular joint disorder;Attachment loss;Periodontal Probing Depth,271900;181500;126200;104300;600274;NA;NA;NA;NA
HMDB0003338,,
HMDB0003339,Schizophrenia;Pregnancy;Gamma-glutamyltransferase deficiency;Crohn's disease;Ulcerative colitis;Colorectal cancer;Irritable bowel syndrome;Alzheimer's disease;Frontotemporal dementia;Lewy body disease;Autosomal  dominant polycystic kidney disease,181500;NA;NA;266600;NA;114500;NA;104300;600274;NA;601313
HMDB0003344,,
HMDB0003345,Irritable bowel syndrome;Ulcerative colitis;Gout;Rheumatoid arthritis,NA;NA;138900;180300
HMDB0003349,,
HMDB0003351,,
HMDB0003352,Nonalcoholic fatty liver disease;Pervasive developmental disorder not otherwise specified;Celiac disease;Perillyl alcohol administration for cancer treatment,NA;NA;212750;NA
HMDB0003355,Irritable bowel syndrome;Ulcerative colitis;Colorectal cancer;Periodontal Probing Depth;Supragingival Calculus;Supragingival Plaque,NA;NA;114500;NA;NA;NA
HMDB0003357,Supragingival Plaque;Eosinophilic esophagitis,NA;610247
HMDB0003361,,
HMDB0003362,,
HMDB0003363,Colorectal cancer,114500
HMDB0003364,,
HMDB0003366,Ulcerative colitis;Nonalcoholic fatty liver disease;Crohn's disease,NA;NA;266600
HMDB0003369,,
HMDB0003371,Colorectal cancer,114500
HMDB0003374,Short bowel syndrome;Colorectal cancer,NA;114500
HMDB0003375,Asthma;Ulcerative colitis;Nonalcoholic fatty liver disease;Autism;Pervasive developmental disorder not otherwise specified;Perillyl alcohol administration for cancer treatment,600807;NA;NA;209850;NA;NA
HMDB0003377,,
HMDB0003378,Subarachnoid hemorrhage;Hypoxic-ischemic encephalopathy,105800;NA
HMDB0003379,,
HMDB0003381,,
HMDB0003391,Eosinophilic esophagitis,610247
HMDB0003402,,
HMDB0003403,,
HMDB0003404,,
HMDB0003405,,
HMDB0003406,Schizophrenia;Autosomal  dominant polycystic kidney disease,181500;601313
HMDB0003407,Ulcerative colitis;Nonalcoholic fatty liver disease;Celiac disease;Crohn's disease,NA;NA;212750;266600
HMDB0003409,,
HMDB0003411,Autosomal  dominant polycystic kidney disease,601313
HMDB0003415,,
HMDB0003416,,
HMDB0003417,,
HMDB0003418,,
HMDB0003419,,
HMDB0003422,,
HMDB0003423,,
HMDB0003424,Ulcerative colitis;Colorectal cancer,NA;114500
HMDB0003426,,
HMDB0003429,Cobalamin malabsorption;Dimethylglycine Dehydrogenase Deficiency,NA;605850
HMDB0003431,Prostate cancer,176807
HMDB0003441,,
HMDB0003442,,
HMDB0003447,,
HMDB0003448,,
HMDB0003449,,
HMDB0003450,,
HMDB0003451,,
HMDB0003453,,
HMDB0003454,,
HMDB0003458,,
HMDB0003459,Prostate cancer,176807
HMDB0003464,Cirrhosis;Uremia;Colorectal cancer,NA;NA;114500
HMDB0003466,Prostate cancer,176807
HMDB0003470,,
HMDB0003474,Hyperthyroidism;Chronic kidney disease,NA;NA
HMDB0003484,,
HMDB0003498,,
HMDB0003501,,
HMDB0003502,,
HMDB0003503,,
HMDB0003514,,
HMDB0003518,,
HMDB0003529,,
HMDB0003533,,
HMDB0003536,,
HMDB0003537,,
HMDB0003539,,
HMDB0003540,,
HMDB0003543,Ulcerative colitis;Crohn's disease,NA;266600
HMDB0003546,,
HMDB0003550,"Anephric patients;Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency;Bartter Syndrome, Type 4A, Neonatal, with Sensorineural Deafness;Nephrotic syndrome",NA;201810;602522;NA
HMDB0003551,,
HMDB0003553,,
HMDB0003555,,
HMDB0003556,,
HMDB0003559,,
HMDB0003563,,
HMDB0003571,,
HMDB0003572,,
HMDB0003573,,
HMDB0003577,,
HMDB0003581,,
HMDB0003584,Uremia,NA
HMDB0003585,,
HMDB0003598,Idiopathic intracranial hypertension;Osteoporosis,243200;166710
HMDB0003601,,
HMDB0003603,,
HMDB0003609,,
HMDB0003625,Alzheimer's disease;Multiple sclerosis;Parkinson's disease,104300;126200;168600
HMDB0003626,Parkinson's disease,168600
HMDB0003633,,
HMDB0003634,Perillyl alcohol administration for cancer treatment,NA
HMDB0003638,Macular degeneration;Alzheimer's disease;Multiple sclerosis;Parkinson's disease,NA;104300;126200;168600
HMDB0003640,Vitamin B12 deficiency,NA
HMDB0003642,Alzheimer's disease;Multiple sclerosis;Parkinson's disease,104300;126200;168600
HMDB0003646,Colorectal cancer;Eosinophilic esophagitis,114500;610247
HMDB0003647,,
HMDB0003648,,
HMDB0003654,,
HMDB0003656,,
HMDB0003661,,
HMDB0003665,,
HMDB0003667,,
HMDB0003671,Hepatic encephalopathy;Ulcerative colitis;Nonalcoholic fatty liver disease;Celiac disease;Crohn's disease;Perillyl alcohol administration for cancer treatment,NA;NA;NA;212750;266600;NA
HMDB0003681,Colorectal cancer,114500
HMDB0003689,,
HMDB0003701,Prostate cancer,176807
HMDB0003705,,
HMDB0003712,,
HMDB0003733,,
HMDB0003745,,
HMDB0003747,,
HMDB0003752,,
HMDB0003759,Alcoholism;Major depressive disorder;Prepartum depression;Schizophrenia,NA;608516;NA;181500
HMDB0003764,,
HMDB0003767,,
HMDB0003769,,
HMDB0003771,Beta-ketothiolase deficiency,203750
HMDB0003791,,
HMDB0003797,,
HMDB0003818,Colorectal cancer,114500
HMDB0003822,,
HMDB0003826,,
HMDB0003828,,
HMDB0003831,,
HMDB0003834,,
HMDB0003840,,
HMDB0003841,,
HMDB0003843,,
HMDB0003848,,
HMDB0003869,Alzheimer's disease;Huntington's disease,104300;143100
HMDB0003871,,
HMDB0003876,Peroxisomal biogenesis defect,214100
HMDB0003882,,
HMDB0003892,Parkinson's disease;Multiple system atrophy,168600;NA
HMDB0003896,,
HMDB0003903,,
HMDB0003904,,
HMDB0003905,,
HMDB0003911,Methylmalonate semialdehyde dehydrogenase deficiency;Colorectal cancer;Eosinophilic esophagitis;D-Lactic Acidosis,614105;114500;610247;245450
HMDB0003920,,
HMDB0003929,,
HMDB0003932,,
HMDB0003933,Kidney transplantation;Uremia;Alzheimer's disease;Multi-infarct dementia,NA;NA;104300;NA
HMDB0003934,,
HMDB0003935,,
HMDB0003936,,
HMDB0003937,,
HMDB0003938,,
HMDB0003939,,
HMDB0003940,,
HMDB0003941,,
HMDB0003942,,
HMDB0003943,,
HMDB0003944,,
HMDB0003945,,
HMDB0003946,,
HMDB0003947,,
HMDB0003948,,
HMDB0003949,,
HMDB0003950,,
HMDB0003952,,
HMDB0003955,Cushing's Syndrome,NA
HMDB0003956,,
HMDB0003959,,
HMDB0003966,Prostate cancer,176807
HMDB0003967,,
HMDB0003971,,
HMDB0003974,,
HMDB0003976,,
HMDB0003990,Inflammatory bowel disease,NA
HMDB0003993,Obesity;Diabetes mellitus type 1,601665;222100
HMDB0004025,Schizophrenia,181500
HMDB0004026,,
HMDB0004029,Kidney cancer,NA
HMDB0004030,"21-Hydroxylase deficiency;Congenital Adrenal Hyperplasia, due to 21-Hydroxylase-Deficiency;Preterm birth;Testicular adrenal rest tumors;11-beta-Hydroxylase deficiency",201910;201910;NA;NA;202010
HMDB0004031,,
HMDB0004035,,
HMDB0004038,,
HMDB0004041,Colorectal cancer;Prostate cancer,114500;176807
HMDB0004043,Nonalcoholic fatty liver disease,NA
HMDB0004044,Uremia,NA
HMDB0004045,,
HMDB0004047,,
HMDB0004049,,
HMDB0004051,,
HMDB0004058,,
HMDB0004061,,
HMDB0004062,,
HMDB0004063,Pheochromocytoma,171300
HMDB0004067,,
HMDB0004068,Chronic renal failure,NA
HMDB0004072,,
HMDB0004073,,
HMDB0004076,,
HMDB0004077,,
HMDB0004078,,
HMDB0004080,Epilepsy,NA
HMDB0004081,,
HMDB0004083,,
HMDB0004085,Mycobacterium tuberculosis;Tuberculous meningitis,NA;NA
HMDB0004086,,
HMDB0004087,Parkinson's disease,168600
HMDB0004089,,
HMDB0004094,,
HMDB0004095,,
HMDB0004096,,
HMDB0004101,,
HMDB0004110,,
HMDB0004112,,
HMDB0004113,,
HMDB0004118,Multiple sclerosis,126200
HMDB0004119,,
HMDB0004122,,
HMDB0004135,,
HMDB0004136,Uremia;Colorectal cancer;Ribose-5-phosphate isomerase deficiency,NA;114500;608611
HMDB0004138,,
HMDB0004142,Alzheimer's disease;Multiple sclerosis;Parkinson's disease,104300;126200;168600
HMDB0004143,,
HMDB0004145,,
HMDB0004146,,
HMDB0004148,,
HMDB0004149,,
HMDB0004157,Cirrhosis;Hepatocellular carcinoma;Colorectal cancer,NA;114550;114500
HMDB0004158,Crohn's disease;Ulcerative colitis;Colorectal cancer,266600;NA;114500
HMDB0004160,Cirrhosis;Hepatocellular carcinoma;Colorectal cancer;Crohn's disease;Ulcerative colitis,NA;114550;114500;266600;NA
HMDB0004162,,
HMDB0004181,,
HMDB0004185,,
HMDB0004186,,
HMDB0004193,Uremia;Colorectal cancer;Pellagra,NA;114500;NA
HMDB0004194,Uremia,NA
HMDB0004195,,
HMDB0004198,,
HMDB0004207,Dementia;Huntington's disease;Colorectal cancer,167320;143100;114500
HMDB0004215,,
HMDB0004220,,
HMDB0004224,,
HMDB0004225,Hypothyroidism;Hyperthyroidism;Cirrhosis;Uremia,NA;NA;NA;NA
HMDB0004226,,
HMDB0004230,,
HMDB0004231,Colorectal cancer,114500
HMDB0004234,,
HMDB0004236,Cerebral infarction,NA
HMDB0004238,,
HMDB0004239,,
HMDB0004240,,
HMDB0004241,,
HMDB0004242,Angina,NA
HMDB0004243,,
HMDB0004244,,
HMDB0004246,Prostate cancer,176807
HMDB0004249,,
HMDB0004256,,
HMDB0004257,,
HMDB0004258,,
HMDB0004259,Meningitis;Iron deficiency;Ulcerative colitis,NA;NA;NA
HMDB0004264,,
HMDB0004270,,
HMDB0004284,Colorectal cancer,114500
HMDB0004290,,
HMDB0004291,,
HMDB0004296,,
HMDB0004304,,
HMDB0004305,,
HMDB0004308,,
HMDB0004309,,
HMDB0004321,,
HMDB0004326,,
HMDB0004327,Diabetes mellitus type 2;Ulcerative colitis;Nonalcoholic fatty liver disease;Celiac disease;Crohn's disease;Irritable bowel syndrome,125853;NA;NA;212750;266600;NA
HMDB0004328,,
HMDB0004339,,
HMDB0004350,Smoking,NA
HMDB0004362,Peripheral vascular disease;Uremia;Parkinson's disease;Alzheimer's disease;Colorectal cancer,NA;NA;168600;104300;114500
HMDB0004363,Kidney disease,NA
HMDB0004366,,
HMDB0004369,,
HMDB0004370,Major depressive disorder,608516
HMDB0004381,,
HMDB0004385,Coronary artery disease,NA
HMDB0004400,Colorectal cancer,114500
HMDB0004437,,
HMDB0004448,,
HMDB0004461,,
HMDB0004472,Eucalyptol exposure;Nonalcoholic fatty liver disease,NA;NA
HMDB0004476,,
HMDB0004482,,
HMDB0004483,,
HMDB0004484,,
HMDB0004486,,
HMDB0004487,Perillyl alcohol administration for cancer treatment,NA
HMDB0004527,,
HMDB0004586,Perillyl alcohol administration for cancer treatment;Schizophrenia,NA;181500
HMDB0004590,,
HMDB0004601,,
HMDB0004610,Colorectal cancer,114500
HMDB0004611,,
HMDB0004620,Uremia;Hyperargininemia;Colorectal cancer,NA;207800;114500
HMDB0004624,,
HMDB0004626,,
HMDB0004627,,
HMDB0004628,Alzheimer's disease;Multiple sclerosis;Parkinson's disease,104300;126200;168600
HMDB0004629,Ileostomy,NA
HMDB0004631,,
HMDB0004634,,
HMDB0004645,Head injury,NA
HMDB0004649,,
HMDB0004659,Traumatic brain injury,NA
HMDB0004662,,
HMDB0004666,Epilepsy;Colorectal cancer,NA;114500
HMDB0004667,Autosomal  dominant polycystic kidney disease;Colorectal cancer,601313;114500
HMDB0004668,,
HMDB0004669,,
HMDB0004670,Colorectal cancer,114500
HMDB0004673,,
HMDB0004679,,
HMDB0004680,,
HMDB0004682,,
HMDB0004684,,
HMDB0004685,Pregnancy,NA
HMDB0004686,,
HMDB0004688,,
HMDB0004690,,
HMDB0004692,,
HMDB0004693,,
HMDB0004694,,
HMDB0004696,,
HMDB0004699,,
HMDB0004701,,
HMDB0004702,,
HMDB0004704,,
HMDB0004705,,
HMDB0004706,,
HMDB0004708,,
HMDB0004710,,
HMDB0004808,,
